country,date,total_cases,total_cases_per_million,total_deaths,total_deaths_per_million,total_vaccinations,people_vaccinated,people_fully_vaccinated,people_fully_vaccinated_per_hundred,code,continent,population,median_age,new_cases,new_deaths,new_vaccinations,trend_status
Bahrain,2025-04-30,696614.0,454275.94,1536.0,1001.6564,3476633.0,1241174.0,1226796.0,80.00182,BHR,Asia,1533460.0,31.683000564575195,0.0,0.0,0.0,Insufficient data
Russia,2025-04-30,24901467.0,171050.19,404290.0,2777.1006,187374510.0,89081600.0,79702400.0,54.74822,RUS,Europe,145579889.0,39.07099914550781,0.0,0.0,0.0,Insufficient data
Kazakhstan,2025-04-30,1504370.0,75088.555,19072.0,951.9526,38355604.0,10858101.0,10629063.0,53.0535,KAZ,Asia,20034612.0,29.347999572753903,0.0,0.0,0.0,Insufficient data
Cape Verde,2025-04-30,64474.0,124048.1,417.0,802.3088,859940.0,356734.0,308720.0,59.39779,CPV,Africa,519750.0,27.32200050354004,0.0,0.0,0.0,Insufficient data
Togo,2025-04-30,39552.0,4901.956,290.0,35.941727,3423181.0,2255579.0,1554066.0,19.260626,TGO,Africa,8068616.0,18.113000869750977,1.0,0.0,0.0,Insufficient data
Papua New Guinea,2025-04-30,46864.0,4593.079,670.0,65.665825,737695.0,382020.0,321192.0,3.1479607,PNG,Oceania,10203177.0,22.12700080871582,0.0,0.0,0.0,Insufficient data
Bosnia and Herzegovina,2025-04-30,404284.0,126149.445,16406.0,5119.193,1924950.0,943394.0,846080.0,26.400383,BIH,Europe,3204802.0,44.55899810791016,6.0,0.0,0.0,Insufficient data
Iran,2025-04-30,7627863.0,85204.44,146837.0,1640.1925,155461760.0,65199830.0,58585264.0,65.44067,IRN,Asia,89524247.0,32.340999603271484,0.0,0.0,0.0,Insufficient data
Jersey,2025-04-30,66391.0,641502.3,161.0,1555.6608,266953.0,84365.0,81882.0,79.11839,JEY,Europe,103493.0,42.867000579833984,0.0,0.0,0.0,Insufficient data
Botswana,2025-04-30,330699.0,135538.2,2801.0,1148.0002,3171667.0,1951054.0,1663490.0,68.17876,BWA,Africa,2439895.0,22.60400009155273,0.0,0.0,0.0,Insufficient data
Pakistan,2025-04-30,1580631.0,6485.9526,30656.0,125.79366,340974140.0,165567890.0,140475870.0,57.64279,PAK,Asia,243700667.0,20.14800071716309,0.0,0.0,0.0,Insufficient data
Kuwait,2025-04-30,667290.0,145394.48,2570.0,559.97217,8261221.0,3457498.0,3346176.0,72.90916,KWT,Asia,4589514.0,33.4630012512207,0.0,0.0,0.0,Insufficient data
Tuvalu,2025-04-30,2943.0,293947.25,1.0,99.88014,26783.0,9763.0,9505.0,94.93607,TUV,Oceania,10012.0,24.256000518798828,0.0,0.0,0.0,Insufficient data
Fiji,2025-04-30,69047.0,75097.78,885.0,962.555,1555182.0,712025.0,641194.0,69.73836,FJI,Oceania,919428.0,27.475000381469727,0.0,0.0,0.0,Insufficient data
Norway,2025-04-30,1536392.0,281555.7,5732.0,1050.4332,13020641.0,4346995.0,4061312.0,74.42668,NOR,Europe,5456796.0,39.43600082397461,424.0,0.0,0.0,Stable
North Korea,2025-04-30,0.0,0.0,0.0,0.0,,,,,PRK,Asia,26328843.0,35.80500030517578,0.0,0.0,0.0,Insufficient data
Senegal,2025-04-30,89371.0,5063.1973,1972.0,111.72109,3182308.0,2684696.0,1548665.0,8.77376,SEN,Africa,17651099.0,18.88800048828125,8.0,0.0,0.0,Insufficient data
Haiti,2025-04-30,34786.0,3023.922,860.0,74.759186,680104.0,521396.0,366339.0,3.1845589,HTI,North America,11503603.0,23.25,0.0,0.0,0.0,Insufficient data
Falkland Islands,2025-04-30,1923.0,547083.94,0.0,0.0,4407.0,2632.0,1775.0,50.497868,FLK,South America,3515.0,40.935001373291016,0.0,0.0,0.0,Insufficient data
Afghanistan,2025-04-30,235214.0,5796.4683,7998.0,197.09776,22964750.0,19151368.0,18370386.0,45.270844,AFG,Asia,40578847.0,16.75200080871582,0.0,0.0,0.0,Insufficient data
British Virgin Islands,2025-04-30,7644.0,199342.83,64.0,1669.0137,41453.0,19466.0,18261.0,47.621655,VGB,North America,38346.0,37.119998931884766,0.0,0.0,0.0,Insufficient data
Maldives,2025-04-30,186694.0,356207.4,316.0,602.92,951764.0,399308.0,385167.0,73.488884,MDV,Asia,524116.0,30.339000701904297,0.0,0.0,0.0,Insufficient data
Seychelles,2025-04-30,51899.0,413429.12,172.0,1370.1576,224558.0,88520.0,83565.0,66.56815,SYC,Africa,125533.0,33.38800048828125,0.0,0.0,0.0,Insufficient data
Saint Vincent and the Grenadines,2025-04-30,9674.0,94784.59,124.0,1214.9359,73443.0,37532.0,31632.0,30.992622,VCT,North America,102063.0,33.632999420166016,0.0,0.0,0.0,Insufficient data
Kosovo,2025-04-30,274279.0,159654.83,3212.0,1869.6703,1837446.0,906858.0,825082.0,48.027126,OWID_KOS,Europe,1717950.0,30.808000564575195,0.0,0.0,0.0,Insufficient data
Bhutan,2025-04-30,62702.0,80292.375,21.0,26.891325,2011426.0,699116.0,677669.0,86.778175,BTN,Asia,780921.0,28.809999465942383,3.0,0.0,0.0,Insufficient data
Bulgaria,2025-04-30,1338415.0,196080.0,38765.0,5679.136,4726614.0,2155863.0,2078006.0,30.443129,BGR,Europe,6825862.0,44.15399932861328,17.0,0.0,0.0,Improving
Mexico,2025-04-30,7625795.0,59292.516,334924.0,2604.12,223158990.0,97179496.0,81849960.0,63.640446,MEX,North America,128613116.0,28.527999877929688,1689.0,57.0,0.0,Increasing
Guyana,2025-05-31,74737.0,90960.984,1303.0,1585.8566,967861.0,497550.0,384507.0,46.797615,GUY,South America,821638.0,25.304000854492188,158.0,0.0,0.0,Insufficient data
Panama,2025-05-31,1045356.0,237539.06,8791.0,1997.6027,9201276.0,3746041.0,3178700.0,72.23046,PAN,North America,4400775.0,29.27300071716309,9.0,3.0,0.0,Increasing
Iceland,2025-05-31,210811.0,554229.06,186.0,489.00012,903424.0,309770.0,297934.0,78.32783,ISL,Europe,380368.0,35.74700164794922,22.0,0.0,0.0,Improving
Serbia,2025-05-31,2567965.0,378130.44,18057.0,2658.8762,8534688.0,3354075.0,3278198.0,48.271156,SRB,Europe,6791215.0,43.67499923706055,0.0,0.0,0.0,Insufficient data
French Polynesia,2025-05-31,79451.0,283360.9,650.0,2318.216,502952.0,190908.0,186803.0,66.62304,PYF,Oceania,280388.0,34.15999984741211,0.0,0.0,0.0,Insufficient data
Bulgaria,2025-05-31,1338437.0,196083.22,38765.0,5679.136,4726614.0,2155863.0,2078006.0,30.443129,BGR,Europe,6825862.0,44.15399932861328,22.0,0.0,0.0,Improving
Faroe Islands,2025-05-31,34658.0,641351.6,28.0,518.1443,103894.0,41715.0,40895.0,75.67683,FRO,Europe,54039.0,37.53799819946289,0.0,0.0,0.0,Insufficient data
China,2025-05-31,99381761.0,69732.8,122398.0,85.882515,3516880600.0,1318026800.0,1284479600.0,90.12756,CHN,Asia,1425179562.0,38.53400039672852,0.0,0.0,0.0,Insufficient data
South Korea,2025-05-31,34571873.0,667636.06,35934.0,693.9408,129647784.0,44764956.0,44347430.0,85.64171,KOR,Asia,51782515.0,43.94400024414063,0.0,0.0,0.0,Insufficient data
Sierra Leone,2025-05-31,7985.0,964.7438,125.0,15.102439,9155936.0,5676123.0,4961886.0,59.949265,SLE,Africa,8276809.0,19.040000915527344,0.0,0.0,0.0,Insufficient data
Benin,2025-05-31,28036.0,2037.573,163.0,11.8463545,4232541.0,3697190.0,2742837.0,19.934122,BEN,Africa,13759507.0,17.645999908447266,0.0,0.0,0.0,Insufficient data
Slovenia,2025-05-31,1363252.0,644493.2,9914.0,4686.9585,3028400.0,1265802.0,1222225.0,57.782104,SVN,Europe,2115231.0,43.49700164794922,32.0,0.0,0.0,Improving
Cook Islands,2025-05-31,7375.0,500101.72,2.0,135.6208,40854.0,15112.0,14728.0,99.87116,COK,Oceania,14747.0,34.10900115966797,0.0,0.0,0.0,Insufficient data
Bonaire Sint Eustatius and Saba,2025-05-31,11922.0,416067.56,41.0,1430.8647,35845.0,19109.0,16736.0,58.407204,BES,North America,28654.0,39.77299880981445,0.0,0.0,0.0,Insufficient data
Denmark,2025-05-31,3447661.0,584062.1,10012.0,1696.1152,14961517.0,4746522.0,4712002.0,79.82519,DNK,Europe,5902901.0,41.21599960327149,218.0,0.0,0.0,Improving
Colombia,2025-05-31,6398663.0,123674.48,142768.0,2759.4448,90931190.0,43012176.0,37204130.0,71.90879,COL,South America,51737944.0,31.18099975585937,543.0,8.0,0.0,Increasing
Togo,2025-05-31,39553.0,4902.08,290.0,35.941727,3423181.0,2255579.0,1554066.0,19.260626,TGO,Africa,8068616.0,18.113000869750977,1.0,0.0,0.0,Insufficient data
Bahamas,2025-05-31,39127.0,98422.305,849.0,2135.6233,366359.0,174810.0,166972.0,42.0011,BHS,North America,397542.0,34.23400115966797,0.0,0.0,0.0,Insufficient data
Bermuda,2025-05-31,18860.0,291175.2,165.0,2547.397,136759.0,48554.0,47657.0,73.576546,BMU,North America,64772.0,44.70299911499024,0.0,0.0,0.0,Insufficient data
Azerbaijan,2025-05-31,836510.0,81251.586,10353.0,1005.6038,13857111.0,5373253.0,4862494.0,47.230198,AZE,Asia,10295307.0,32.0620002746582,0.0,0.0,0.0,Insufficient data
Oman,2025-05-31,399449.0,84446.016,4628.0,978.3881,7108547.0,3279632.0,3048826.0,64.45409,OMN,Asia,4730229.0,28.972999572753903,0.0,0.0,0.0,Insufficient data
Liberia,2025-05-31,7932.0,1476.1886,294.0,54.71501,4460668.0,3903802.0,3730967.0,69.43534,LBR,Africa,5373297.0,18.18000030517578,0.0,0.0,0.0,Insufficient data
Mexico,2025-05-31,7627047.0,59302.25,334979.0,2604.5479,223158990.0,97179496.0,81849960.0,63.640446,MEX,North America,128613116.0,28.527999877929688,1252.0,55.0,0.0,Increasing
Niger,2025-05-31,9571.0,378.12137,315.0,12.444701,7372208.0,6248483.0,5483001.0,21.661686,NER,Africa,25311978.0,15.10200023651123,7.0,0.0,0.0,Insufficient data
Monaco,2025-05-31,17181.0,441103.97,67.0,1720.154,71929.0,28875.0,25667.0,65.8973,MCO,Europe,38950.0,54.97499847412109,0.0,0.0,0.0,Insufficient data
Botswana,2025-05-31,330699.0,135538.2,2801.0,1148.0002,3171667.0,1951054.0,1663490.0,68.17876,BWA,Africa,2439895.0,22.60400009155273,0.0,0.0,0.0,Insufficient data
France,2025-05-31,39039210.0,607355.06,168162.0,2616.1912,158060080.0,54677680.0,53192480.0,80.257324,FRA,Europe,66277412.0,41.56700134277344,0.0,0.0,0.0,Insufficient data
Iraq,2025-05-31,2465545.0,55945.402,25375.0,575.78125,19557364.0,11332925.0,7944775.0,18.0274,IRQ,Asia,44070556.0,20.093000411987305,0.0,0.0,0.0,Insufficient data
Saint Martin (French part),2025-05-31,12324.0,426450.75,46.0,1591.7506,,,,,MAF,North America,28899.0,38.400001525878906,0.0,0.0,0.0,Insufficient data
Vanuatu,2025-05-31,12019.0,38391.88,14.0,44.71972,366638.0,176624.0,162250.0,51.82696,VUT,Oceania,313061.0,20.121000289916992,0.0,0.0,0.0,Insufficient data
Puerto Rico,2025-05-31,1252713.0,386523.84,5938.0,1832.1664,,,,,PRI,North America,3240972.0,45.196998596191406,0.0,0.0,0.0,Insufficient data
United Arab Emirates,2025-05-31,1067030.0,104180.94,2349.0,229.34784,24922054.0,9991089.0,9792266.0,95.60813,ARE,Asia,10242085.0,30.902999877929688,0.0,0.0,0.0,Insufficient data
Thailand,2025-05-31,5156268.0,71879.07,34798.0,485.08878,142635000.0,57005496.0,53486090.0,74.56032,THA,Asia,71735321.0,39.19400024414063,303793.0,39.0,0.0,Increasing
Czechia,2025-05-31,4831958.0,452718.1,43812.0,4104.8545,19047108.0,6982006.0,6895763.0,64.60811,CZE,Europe,10673216.0,42.64500045776367,589.0,1.0,0.0,Stable
Sao Tome and Principe,2025-05-31,6771.0,29918.74,80.0,353.49274,263863.0,140256.0,111986.0,49.482796,STP,Africa,226313.0,18.86899948120117,0.0,0.0,0.0,Insufficient data
United States,2025-05-31,103436829.0,302859.5,1224722.0,3585.944,676728770.0,270227170.0,230637340.0,67.52983,USA,North America,341534041.0,37.720001220703125,0.0,908.0,0.0,Insufficient data
Equatorial Guinea,2025-05-31,17130.0,9497.939,183.0,101.466606,488738.0,270109.0,214032.0,11.867269,GNQ,Africa,1803549.0,21.016000747680664,0.0,0.0,0.0,Insufficient data
Ireland,2025-05-31,1749520.0,342370.8,9723.0,1902.7341,11148281.0,4112237.0,4065584.0,79.5611,IRL,Europe,5110015.0,37.99700164794922,20.0,0.0,0.0,Stable
Hungary,2025-05-31,2238035.0,231099.11,49124.0,5072.536,16701238.0,6420354.0,6206710.0,64.090385,HUN,Europe,9684308.0,42.99300003051758,19.0,0.0,0.0,Improving
Papua New Guinea,2025-05-31,46864.0,4593.079,670.0,65.665825,737695.0,382020.0,321192.0,3.1479607,PNG,Oceania,10203177.0,22.12700080871582,0.0,0.0,0.0,Insufficient data
Belgium,2025-05-31,4896949.0,420634.53,34339.0,2949.6262,31469388.0,9261641.0,9170945.0,78.77591,BEL,Europe,11641814.0,41.1510009765625,673.0,0.0,0.0,Stable
Kazakhstan,2025-05-31,1504370.0,75088.555,19072.0,951.9526,38355604.0,10858101.0,10629063.0,53.0535,KAZ,Asia,20034612.0,29.347999572753903,0.0,0.0,0.0,Insufficient data
Trinidad and Tobago,2025-05-31,191496.0,128011.94,4390.0,2934.643,1592148.0,754399.0,718969.0,48.061897,TTO,North America,1495923.0,36.22600173950195,0.0,0.0,0.0,Insufficient data
Italy,2025-05-31,26968605.0,452348.38,198523.0,3329.8555,150321540.0,50936720.0,49484584.0,83.00122,ITA,Europe,59619106.0,47.11600112915039,0.0,0.0,0.0,Insufficient data
Saudi Arabia,2025-05-31,841469.0,26152.598,9646.0,299.7947,68534630.0,27041364.0,25433940.0,79.047905,SAU,Asia,32175351.0,28.731000900268555,0.0,0.0,0.0,Insufficient data
Palau,2025-05-31,6372.0,358299.6,10.0,562.3032,,,,,PLW,Oceania,17784.0,37.48400115966797,0.0,0.0,0.0,Insufficient data
Mauritania,2025-05-31,63891.0,13104.115,997.0,204.48581,4075874.0,2103754.0,1540597.0,31.597816,MRT,Africa,4875644.0,16.992000579833984,2.0,0.0,0.0,Insufficient data
Nigeria,2025-05-31,267211.0,1197.4453,3155.0,14.138414,133048024.0,93829430.0,81297810.0,36.431763,NGA,Africa,223150906.0,17.566999435424805,3.0,0.0,0.0,Insufficient data
Marshall Islands,2025-05-31,16297.0,406469.78,17.0,424.0036,,,,,MHL,Oceania,40094.0,20.96500015258789,0.0,0.0,0.0,Insufficient data
Guatemala,2025-05-31,1252600.0,70182.016,20205.0,1132.0674,20383476.0,8937923.0,7130895.0,39.953743,GTM,North America,17847877.0,22.24399948120117,392.0,0.0,0.0,Stable
Switzerland,2025-05-31,4478734.0,509399.72,14170.0,1611.6594,16940716.0,6096911.0,,,CHE,Europe,8792180.0,41.96099853515625,363.0,0.0,0.0,Improving
Cambodia,2025-05-31,139326.0,8099.5386,3056.0,177.65665,47826644.0,15316670.0,14693274.0,85.417465,KHM,Asia,17201721.0,25.59600067138672,0.0,0.0,0.0,Insufficient data
Kosovo,2025-05-31,274279.0,159654.83,3212.0,1869.6703,1837446.0,906858.0,825082.0,48.027126,OWID_KOS,Europe,1717950.0,30.808000564575195,0.0,0.0,0.0,Insufficient data
Guadeloupe,2025-05-31,203235.0,528292.0,1021.0,2654.0022,,,,,GLP,North America,384702.0,45.86299896240234,0.0,0.0,0.0,Insufficient data
Uruguay,2025-05-31,1042788.0,307524.25,7695.0,2269.3003,9037498.0,3010464.0,2903186.0,85.616646,URY,South America,3390913.0,35.49599838256836,13.0,0.0,0.0,Increasing
Eswatini,2025-05-31,75356.0,61821.89,1427.0,1170.7075,870205.0,526050.0,427335.0,35.058464,SWZ,Africa,1218921.0,21.76799964904785,0.0,0.0,0.0,Insufficient data
Madagascar,2025-05-31,68677.0,2256.3462,1428.0,46.91618,3092063.0,2710365.0,2628849.0,8.636944,MDG,Africa,30437261.0,18.718000411987305,6.0,0.0,0.0,Insufficient data
Honduras,2025-05-31,472923.0,45195.758,11114.0,1062.1299,17074860.0,6596213.0,5853689.0,55.94186,HND,North America,10463880.0,23.20599937438965,1.0,0.0,0.0,Insufficient data
French Guiana,2025-05-31,98041.0,328644.84,413.0,1384.4241,,,,,GUF,South America,298319.0,25.23500061035156,0.0,0.0,0.0,Insufficient data
Vietnam,2025-05-31,11624000.0,116612.4,43206.0,433.44418,266492140.0,90497670.0,85961570.0,86.23695,VNM,Asia,99680656.0,31.9379997253418,0.0,0.0,0.0,Insufficient data
Pakistan,2025-05-31,1580631.0,6485.9526,30656.0,125.79366,340974140.0,165567890.0,140475870.0,57.64279,PAK,Asia,243700667.0,20.14800071716309,0.0,0.0,0.0,Insufficient data
Malawi,2025-05-31,89168.0,4335.124,2686.0,130.58656,8503954.0,5433538.0,4288014.0,20.847246,MWI,Africa,20568731.0,17.334999084472656,0.0,0.0,0.0,Insufficient data
Bhutan,2025-05-31,62702.0,80292.375,21.0,26.891325,2011426.0,699116.0,677669.0,86.778175,BTN,Asia,780921.0,28.809999465942383,0.0,0.0,0.0,Insufficient data
Mauritius,2025-05-31,332039.0,260191.33,1074.0,841.60443,2616012.0,1123773.0,1088142.0,85.26863,MUS,Africa,1276134.0,36.51300048828125,13.0,0.0,0.0,Insufficient data
Andorra,2025-05-31,48015.0,602280.44,159.0,1994.4307,157072.0,57913.0,53501.0,67.10946,AND,Europe,79722.0,42.83200073242188,0.0,0.0,0.0,Insufficient data
Tajikistan,2025-05-31,17786.0,1746.7689,125.0,12.276292,20568164.0,5328277.0,5191919.0,50.99001,TJK,Asia,10182228.0,21.742000579833984,0.0,0.0,0.0,Insufficient data
Nepal,2025-05-31,1003546.0,33771.875,12031.0,404.87375,62627628.0,27883196.0,24471044.0,82.35129,NPL,Asia,29715435.0,24.356000900268555,13.0,0.0,0.0,Insufficient data
Gibraltar,2025-05-31,20550.0,546092.3,113.0,3002.8435,132810.0,42175.0,41465.0,110.18841,GIB,Europe,37631.0,38.948001861572266,0.0,0.0,0.0,Insufficient data
Laos,2025-05-31,219060.0,28979.992,671.0,88.768265,11111066.0,5888649.0,5222417.0,69.08865,LAO,Asia,7559008.0,23.972000122070312,0.0,0.0,0.0,Insufficient data
Yemen,2025-05-31,11945.0,312.5092,2159.0,56.484497,1298654.0,1050202.0,807057.0,2.1114502,YEM,Asia,38222878.0,18.118000030517575,0.0,0.0,0.0,Insufficient data
Romania,2025-05-31,3569271.0,186221.77,68964.0,3598.1013,16827486.0,5474507.0,8114769.0,42.337685,ROU,Europe,19166776.0,42.39099884033203,243.0,0.0,0.0,Improving
Sint Maarten (Dutch part),2025-05-31,11051.0,262101.84,92.0,2182.0078,66829.0,29788.0,26773.0,63.498802,SXM,North America,42163.0,41.47999954223633,0.0,0.0,0.0,Insufficient data
Argentina,2025-05-31,10112821.0,222710.6,130763.0,2879.741,116978520.0,41529056.0,34900612.0,76.860214,ARG,South America,45407904.0,31.73900032043457,344.0,6.0,0.0,Stable
North Macedonia,2025-05-31,352093.0,191330.34,9991.0,5429.195,1862987.0,854570.0,838181.0,45.547474,MKD,Europe,1840236.0,39.90999984741211,0.0,0.0,0.0,Insufficient data
Micronesia (country),2025-05-31,31765.0,283307.47,62.0,552.9691,,,,,FSM,Oceania,112122.0,22.607999801635746,0.0,0.0,0.0,Insufficient data
Senegal,2025-05-31,89375.0,5063.4243,1972.0,111.72109,3182308.0,2684696.0,1548665.0,8.77376,SEN,Africa,17651099.0,18.88800048828125,4.0,0.0,0.0,Insufficient data
Nicaragua,2025-05-31,16323.0,2425.1702,245.0,36.40058,15507763.0,6404524.0,6126708.0,91.026825,NIC,North America,6730662.0,24.91200065612793,12.0,0.0,0.0,Insufficient data
Comoros,2025-05-31,9109.0,10919.562,160.0,191.8026,835021.0,438825.0,397080.0,47.60061,COM,Africa,834191.0,20.101999282836918,0.0,0.0,0.0,Insufficient data
Paraguay,2025-05-31,735759.0,108832.68,19880.0,2940.6284,9954852.0,3995915.0,3550673.0,52.521175,PRY,South America,6760460.0,26.045000076293945,0.0,0.0,0.0,Insufficient data
Dominica,2025-05-31,16047.0,240055.66,74.0,1107.0055,67647.0,32995.0,30659.0,45.864437,DMA,North America,66847.0,35.29499816894531,0.0,0.0,0.0,Insufficient data
United Kingdom,2025-05-31,25051727.0,367438.8,232112.0,3404.4343,151248820.0,53806964.0,50745900.0,74.43005,GBR,Europe,68179315.0,39.50400161743164,5081.0,0.0,0.0,Improving
Turkey,2025-05-31,17004713.0,195325.2,101419.0,1164.9528,152543340.0,57941052.0,53176960.0,61.081894,TUR,Asia,87058469.0,32.071998596191406,0.0,0.0,0.0,Insufficient data
Japan,2025-05-31,33803572.0,270433.8,74694.0,597.56354,433356600.0,104740060.0,103455224.0,82.76578,JPN,Asia,124997585.0,48.54800033569336,0.0,0.0,0.0,Insufficient data
Guinea,2025-05-31,38592.0,2745.7578,468.0,33.297436,12049511.0,8715641.0,5853990.0,41.650185,GIN,Africa,14055136.0,17.836000442504883,5.0,0.0,0.0,Insufficient data
Mayotte,2025-05-31,42027.0,137667.52,187.0,612.55444,,,,,MYT,Africa,305279.0,16.697999954223633,0.0,0.0,0.0,Insufficient data
Sri Lanka,2025-05-31,672812.0,29464.113,16907.0,740.39966,40116590.0,17143760.0,14752827.0,64.60631,LKA,Asia,22834965.0,32.56100082397461,0.0,0.0,0.0,Insufficient data
Chad,2025-05-31,7702.0,417.33228,194.0,10.511874,9151765.0,5147667.0,5020360.0,27.202782,TCD,Africa,18455319.0,15.10200023651123,0.0,0.0,0.0,Insufficient data
Portugal,2025-05-31,5671586.0,544450.94,29179.0,2801.0745,28314796.0,9821414.0,8909769.0,85.53044,PRT,Europe,10417074.0,45.805999755859375,0.0,29.0,0.0,Insufficient data
Belarus,2025-05-31,994052.0,108364.33,7118.0,775.95264,22765402.0,6536392.0,6414996.0,69.931625,BLR,Europe,9173240.0,40.19200134277344,0.0,0.0,0.0,Stable
Nauru,2025-05-31,5393.0,456183.38,1.0,84.58806,32157.0,13106.0,11346.0,95.97361,NRU,Oceania,11822.0,20.572999954223636,0.0,0.0,0.0,Insufficient data
Estonia,2025-05-31,614582.0,455214.56,3348.0,2479.829,2171520.0,870202.0,862739.0,63.90219,EST,Europe,1350093.0,41.625,51.0,1.0,0.0,Improving
Anguilla,2025-05-31,3904.0,274890.88,12.0,844.9514,24864.0,10858.0,10382.0,73.10238,AIA,North America,14202.0,37.77299880981445,0.0,0.0,0.0,Insufficient data
Peru,2025-05-31,4532691.0,135403.5,221059.0,6603.618,91412580.0,30563708.0,28709644.0,85.76331,PER,South America,33475436.0,29.09600067138672,37.0,2.0,0.0,Improving
Lebanon,2025-05-31,1239904.0,215842.23,10947.0,1905.6515,5814699.0,2740227.0,2414223.0,42.026745,LBN,Asia,5744492.0,28.106000900268555,0.0,0.0,0.0,Insufficient data
Eritrea,2025-05-31,10189.0,2988.4585,103.0,30.210152,,,,,ERI,Africa,3409450.0,18.405000686645508,0.0,0.0,0.0,Insufficient data
Myanmar,2025-05-31,643266.0,11966.228,19494.0,362.63324,93477100.0,41551930.0,35937796.0,66.85257,MMR,Asia,53756791.0,29.250999450683597,24.0,0.0,0.0,Insufficient data
Cameroon,2025-05-31,125309.0,4534.797,1974.0,71.43692,4880572.0,3753733.0,3197286.0,11.570632,CMR,Africa,27632770.0,17.62299919128418,15.0,0.0,0.0,Insufficient data
Niue,2025-05-31,1092.0,592190.9,0.0,0.0,4923.0,1638.0,1635.0,88.66595,NIU,Oceania,1844.0,36.72100067138672,0.0,0.0,0.0,Insufficient data
Cayman Islands,2025-05-31,31472.0,439491.7,37.0,516.6876,152148.0,62113.0,60696.0,84.75911,CYM,North America,71610.0,37.499000549316406,0.0,0.0,0.0,Insufficient data
Palestine,2025-05-31,703228.0,132552.62,5708.0,1075.9105,3748571.0,2012767.0,1776973.0,33.49446,PSE,Asia,5305274.0,19.604999542236328,0.0,0.0,0.0,Insufficient data
Ecuador,2025-05-31,1080154.0,60601.44,36059.0,2023.0702,39585084.0,15345791.0,14249559.0,79.94636,ECU,South America,17823900.0,27.975000381469727,55.0,0.0,0.0,Insufficient data
Vatican,2025-05-31,26.0,50682.26,0.0,0.0,,,,,VAT,Europe,513.0,59.875,0.0,0.0,0.0,Insufficient data
Lithuania,2025-05-31,1425915.0,506195.94,9884.0,3508.7932,4604858.0,1958299.0,1881106.0,66.77875,LTU,Europe,2816923.0,42.632999420166016,739.0,0.0,0.0,Stable
Mali,2025-05-31,33197.0,1438.8036,743.0,32.20264,5922585.0,4354292.0,3633589.0,15.748474,MLI,Africa,23072641.0,15.348999977111816,4.0,0.0,0.0,Insufficient data
Egypt,2025-05-31,516023.0,4582.0547,24830.0,220.47935,112673540.0,56907320.0,42337176.0,37.59353,EGY,Africa,112618252.0,23.8129997253418,0.0,0.0,0.0,Insufficient data
Tunisia,2025-05-31,1153361.0,95167.0,29423.0,2427.773,16553338.0,8896848.0,6401841.0,52.823357,TUN,Africa,12119338.0,31.74399948120117,0.0,0.0,0.0,Insufficient data
Philippines,2025-05-31,4140383.0,36330.51,66864.0,586.70984,189317150.0,82684776.0,78443970.0,68.83203,PHL,Asia,113964343.0,24.86599922180176,0.0,0.0,0.0,Insufficient data
Zimbabwe,2025-05-31,266425.0,16579.998,5740.0,357.2082,13935112.0,7525882.0,5662119.0,35.236153,ZWE,Africa,16069061.0,17.683000564575195,1.0,0.0,0.0,Insufficient data
Isle of Man,2025-05-31,38008.0,451680.38,116.0,1378.5236,189994.0,69560.0,67106.0,79.74759,IMN,Europe,84148.0,45.47600173950195,0.0,0.0,0.0,Insufficient data
Libya,2025-05-31,507269.0,70221.87,6437.0,891.0818,3739158.0,2316327.0,1236102.0,17.111511,LBY,Africa,7223804.0,26.91699981689453,0.0,0.0,0.0,Insufficient data
Greece,2025-05-31,5772419.0,554375.0,40071.0,3848.3623,22467978.0,7938031.0,7647076.0,73.44144,GRC,Europe,10412481.0,45.39099884033203,3054.0,7.0,0.0,Improving
Dominican Republic,2025-05-31,661103.0,58865.52,4384.0,390.3574,16431089.0,7367193.0,6130483.0,54.586662,DOM,North America,11230734.0,27.316999435424805,0.0,0.0,0.0,Insufficient data
Saint Vincent and the Grenadines,2025-05-31,9674.0,94784.59,124.0,1214.9359,73443.0,37532.0,31632.0,30.992622,VCT,North America,102063.0,33.632999420166016,0.0,0.0,0.0,Insufficient data
Guam,2025-05-31,52287.0,316520.7,419.0,2536.427,,,,,GUM,Oceania,165193.0,30.979999542236328,0.0,0.0,0.0,Insufficient data
Ethiopia,2025-05-31,501317.0,3998.2444,7574.0,60.406296,68856790.0,52489510.0,43653010.0,34.815372,ETH,Africa,125384285.0,18.527999877929688,0.0,0.0,0.0,Insufficient data
Saint Lucia,2025-05-31,30234.0,169099.64,410.0,2293.1418,122977.0,60140.0,54971.0,30.74544,LCA,North America,178794.0,33.316001892089844,2.0,0.0,0.0,Insufficient data
Grenada,2025-05-31,19693.0,168419.88,238.0,2035.4407,90686.0,44241.0,39034.0,33.38294,GRD,North America,116928.0,32.88600158691406,0.0,0.0,0.0,Insufficient data
Netherlands,2025-05-31,8650768.0,483163.78,22986.0,1283.817,39764184.0,12582081.0,11768644.0,65.73038,NLD,Europe,17904421.0,41.4630012512207,241.0,0.0,0.0,Improving
Maldives,2025-05-31,186694.0,356207.4,316.0,602.92,951764.0,399308.0,385167.0,73.488884,MDV,Asia,524116.0,30.339000701904297,0.0,0.0,0.0,Insufficient data
